author_id,author_name,citing_paper,cited_paper
No_author_found,M Burtscher… - arXiv preprint arXiv …,Lossy Compression of Scientific Data: Applications Constrains and Requirements,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2025,Lossy Compression of Scientific Data: Applications Constrains and Requirements,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
z5u02kIAAAAJ,F Cappello,Lossy Compression of Scientific Data: Applications Constrains and Requirements,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
wdM8xCYAAAAJ,A Baker,Lossy Compression of Scientific Data: Applications Constrains and Requirements,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
0-AkVWwAAAAJ,M Burtscher,Lossy Compression of Scientific Data: Applications Constrains and Requirements,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,E Bozda,Lossy Compression of Scientific Data: Applications Constrains and Requirements,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
7X0j6LYAAAAJ,J Liu,QPET: A Versatile and Portable Quantity-of-Interest-Preservation Framework for Error-Bounded Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,QPET: A Versatile and Portable Quantity-of-Interest-Preservation Framework for Error-Bounded Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
etsusEoAAAAJ,K Zhao,QPET: A Versatile and Portable Quantity-of-Interest-Preservation Framework for Error-Bounded Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
QRj1QroAAAAJ,X Liang,QPET: A Versatile and Portable Quantity-of-Interest-Preservation Framework for Error-Bounded Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,QPET: A Versatile and Portable Quantity-of-Interest-Preservation Framework for Error-Bounded Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
_lXYqZUAAAAJ,M Xia,Tspsz: An efficient parallel error-bounded lossy compressor for topological skeleton preservation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
pLf2rx0AAAAJ,Y Li,Tspsz: An efficient parallel error-bounded lossy compressor for topological skeleton preservation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,Tspsz: An efficient parallel error-bounded lossy compressor for topological skeleton preservation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
QRj1QroAAAAJ,X Liang,Tspsz: An efficient parallel error-bounded lossy compressor for topological skeleton preservation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,B Wang,Tspsz: An efficient parallel error-bounded lossy compressor for topological skeleton preservation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
fw4Hx2QAAAAJ,X Wu,Error-controlled progressive retrieval of scientific data under derivable quantities of interest,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
DpMeYCYAAAAJ,Q Gong,Error-controlled progressive retrieval of scientific data under derivable quantities of interest,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
8kSmgzYAAAAJ,J Chen,Error-controlled progressive retrieval of scientific data under derivable quantities of interest,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
sWUc3y4AAAAJ,Q Liu,Error-controlled progressive retrieval of scientific data under derivable quantities of interest,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
5vUugKEAAAAJ,L Zhang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
J_1JzrQAAAAJ,R Li,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
lv5EK6AAAAAJ,J Huang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Z Yang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,X Li,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,J Huang… - Proceedings of the 34th …,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2025,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
5vUugKEAAAAJ,L Zhang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
J_1JzrQAAAAJ,R Li,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
lv5EK6AAAAAJ,J Huang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
No_author_found,Z Yang,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
No_author_found,X Li,IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,Exploring wavelet transform usages for error-bounded scientific data compression
MFWUo10AAAAJ,S Wu,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
2PN6QHgAAAAJ,Y Ding,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
Op1bp3UAAAAJ,Y Zhai,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
7X0j6LYAAAAJ,J Liu,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
lv5EK6AAAAAJ,J Huang,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,J Huang… - 2024 IEEE …,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2024,Ft k-means: A high-performance k-means on gpu with fault tolerance,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
MFWUo10AAAAJ,S Wu,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
2PN6QHgAAAAJ,Y Ding,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Op1bp3UAAAAJ,Y Zhai,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
7X0j6LYAAAAJ,J Liu,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
lv5EK6AAAAAJ,J Huang,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,J Huang… - 2024 IEEE …,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,2024,Ft k-means: A high-performance k-means on gpu with fault tolerance,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
MFWUo10AAAAJ,S Wu,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
2PN6QHgAAAAJ,Y Ding,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
Op1bp3UAAAAJ,Y Zhai,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
7X0j6LYAAAAJ,J Liu,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
lv5EK6AAAAAJ,J Huang,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,J Huang… - 2024 IEEE …,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2024,Ft k-means: A high-performance k-means on gpu with fault tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
MFWUo10AAAAJ,S Wu,Ft k-means: A high-performance k-means on gpu with fault tolerance,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
2PN6QHgAAAAJ,Y Ding,Ft k-means: A high-performance k-means on gpu with fault tolerance,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
